Month,Stock_Price,Fuel_Price,Stock_Return,Avg_Fuel,Scenario_Flag
2022-06-01 00:00:00,28.258233333333333,4.13475,-0.11230760301486642,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2008-07-01 00:00:00,9.388122727272728,3.95825,-0.008591624558658473,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2022-05-01 00:00:00,31.833361904761905,3.9059999999999997,-0.05717394992437441,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2022-04-01 00:00:00,33.76377,3.8880000000000003,0.06617649643173906,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2008-06-01 00:00:00,9.469480952380954,3.87125,0.07984339321931744,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2008-05-01 00:00:00,8.769309523809524,3.6986,0.021032520778221597,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2022-10-01 00:00:00,23.283833333333334,3.69025,-0.07469971674819054,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2022-07-01 00:00:00,26.137045,3.5507999999999997,-0.07506443549785491,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2023-01-01 00:00:00,33.778875,3.52725,0.18100600295619307,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2008-09-01 00:00:00,7.871485714285714,3.411,-0.0029080130507717072,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2022-03-01 00:00:00,31.668086956521737,3.39575,-0.2555012048288958,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2008-04-01 00:00:00,8.588668181818182,3.3475,-0.05464293678298915,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2008-08-01 00:00:00,7.894442857142857,3.3259999999999996,-0.1591031469785429,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2022-08-01 00:00:00,27.379782608695653,3.30925,0.04754698202094576,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
2022-09-01 00:00:00,25.163542857142858,3.2976,-0.08094438817234917,1.7940625000000001,High Fuel Risk (Strategic Alert: Monitor Costs)
